value,percentage
149.7,3.663540445486518e-05
149.9,1.2211801484955061e-05
150.5,1.2211801484955061e-05
150.9,1.2211801484955061e-05
151.0,1.2211801484955061e-05
151.7,2.4423602969910123e-05
152.0,1.2211801484955061e-05
152.3,1.2211801484955061e-05
152.4,1.2211801484955061e-05
152.6,3.663540445486518e-05
153.2,1.2211801484955061e-05
153.6,2.4423602969910123e-05
153.7,1.2211801484955061e-05
153.8,2.4423602969910123e-05
154.1,1.2211801484955061e-05
154.2,1.2211801484955061e-05
154.4,2.4423602969910123e-05
154.9,2.4423602969910123e-05
155.1,2.4423602969910123e-05
155.2,1.2211801484955061e-05
155.3,2.4423602969910123e-05
156.1,2.4423602969910123e-05
156.6,1.2211801484955061e-05
156.7,1.2211801484955061e-05
157.0,1.2211801484955061e-05
157.2,1.2211801484955061e-05
157.5,2.4423602969910123e-05
157.7,2.4423602969910123e-05
158.2,2.4423602969910123e-05
158.6,1.2211801484955061e-05
158.7,1.2211801484955061e-05
159.4,1.2211801484955061e-05
160.1,1.2211801484955061e-05
160.2,1.2211801484955061e-05
160.4,1.2211801484955061e-05
160.5,1.2211801484955061e-05
160.8,1.2211801484955061e-05
160.9,1.2211801484955061e-05
161.1,1.2211801484955061e-05
161.2,1.2211801484955061e-05
161.4,1.2211801484955061e-05
161.6,1.2211801484955061e-05
161.9,3.663540445486518e-05
162.0,1.2211801484955061e-05
162.1,2.4423602969910123e-05
162.2,1.2211801484955061e-05
162.4,2.4423602969910123e-05
162.6,1.2211801484955061e-05
162.7,1.2211801484955061e-05
162.8,1.2211801484955061e-05
162.9,1.2211801484955061e-05
163.4,1.2211801484955061e-05
163.5,1.2211801484955061e-05
163.6,1.2211801484955061e-05
163.7,1.2211801484955061e-05
163.8,2.4423602969910123e-05
163.9,1.2211801484955061e-05
164.0,1.2211801484955061e-05
164.3,2.4423602969910123e-05
164.6,1.2211801484955061e-05
164.8,1.2211801484955061e-05
164.9,3.663540445486518e-05
165.0,1.2211801484955061e-05
165.6,1.2211801484955061e-05
165.8,1.2211801484955061e-05
165.9,2.4423602969910123e-05
166.0,1.2211801484955061e-05
166.4,1.2211801484955061e-05
166.6,1.2211801484955061e-05
167.1,2.4423602969910123e-05
167.4,1.2211801484955061e-05
167.9,4.8847205939820246e-05
168.1,1.2211801484955061e-05
168.3,1.2211801484955061e-05
168.7,2.4423602969910123e-05
168.9,1.2211801484955061e-05
169.1,1.2211801484955061e-05
169.7,3.663540445486518e-05
170.1,2.4423602969910123e-05
170.5,1.2211801484955061e-05
170.7,2.4423602969910123e-05
171.0,2.4423602969910123e-05
171.1,1.2211801484955061e-05
171.2,1.2211801484955061e-05
171.3,1.2211801484955061e-05
171.4,2.4423602969910123e-05
171.7,1.2211801484955061e-05
172.1,1.2211801484955061e-05
172.3,1.2211801484955061e-05
172.5,1.2211801484955061e-05
172.6,2.4423602969910123e-05
172.7,1.2211801484955061e-05
172.8,1.2211801484955061e-05
172.9,1.2211801484955061e-05
174.2,2.4423602969910123e-05
174.7,1.2211801484955061e-05
175.6,1.2211801484955061e-05
175.9,2.4423602969910123e-05
176.4,1.2211801484955061e-05
177.3,2.4423602969910123e-05
179.2,2.4423602969910123e-05
179.4,1.2211801484955061e-05
179.7,1.2211801484955061e-05
180.0,1.2211801484955061e-05
180.2,1.2211801484955061e-05
181.0,1.2211801484955061e-05
182.1,1.2211801484955061e-05
183.0,1.2211801484955061e-05
237.4,1.2211801484955061e-05
248.4,1.2211801484955061e-05
249.1,1.2211801484955061e-05
252.1,1.2211801484955061e-05
252.7,1.2211801484955061e-05
262.7,1.2211801484955061e-05
265.0,1.2211801484955061e-05
265.5,1.2211801484955061e-05
266.0,1.2211801484955061e-05
274.4,1.2211801484955061e-05
274.8,1.2211801484955061e-05
276.8,1.2211801484955061e-05
282.6,1.2211801484955061e-05
282.7,2.4423602969910123e-05
282.9,1.2211801484955061e-05
283.9,1.2211801484955061e-05
285.2,1.2211801484955061e-05
286.0,1.2211801484955061e-05
288.1,1.2211801484955061e-05
289.0,1.2211801484955061e-05
289.3,1.2211801484955061e-05
289.4,1.2211801484955061e-05
289.8,2.4423602969910123e-05
289.9,1.2211801484955061e-05
291.4,1.2211801484955061e-05
292.0,1.2211801484955061e-05
292.1,1.2211801484955061e-05
293.6,2.4423602969910123e-05
293.7,1.2211801484955061e-05
295.3,1.2211801484955061e-05
295.7,1.2211801484955061e-05
297.9,1.2211801484955061e-05
298.4,1.2211801484955061e-05
298.7,1.2211801484955061e-05
298.9,1.2211801484955061e-05
300.6,1.2211801484955061e-05
302.1,1.2211801484955061e-05
303.0,1.2211801484955061e-05
303.7,1.2211801484955061e-05
304.2,1.2211801484955061e-05
306.3,1.2211801484955061e-05
308.0,1.2211801484955061e-05
309.0,1.2211801484955061e-05
309.1,1.2211801484955061e-05
310.0,1.2211801484955061e-05
310.2,1.2211801484955061e-05
310.3,1.2211801484955061e-05
311.2,1.2211801484955061e-05
314.4,1.2211801484955061e-05
314.8,2.4423602969910123e-05
315.4,1.2211801484955061e-05
315.9,1.2211801484955061e-05
316.0,1.2211801484955061e-05
316.4,1.2211801484955061e-05
317.7,1.2211801484955061e-05
319.3,1.2211801484955061e-05
322.0,1.2211801484955061e-05
322.5,1.2211801484955061e-05
323.3,1.2211801484955061e-05
324.2,1.2211801484955061e-05
326.1,1.2211801484955061e-05
326.4,1.2211801484955061e-05
327.8,1.2211801484955061e-05
328.0,1.2211801484955061e-05
330.1,1.2211801484955061e-05
330.3,1.2211801484955061e-05
333.6,1.2211801484955061e-05
335.8,1.2211801484955061e-05
336.6,1.2211801484955061e-05
338.7,1.2211801484955061e-05
339.1,2.4423602969910123e-05
341.0,1.2211801484955061e-05
343.3,1.2211801484955061e-05
346.1,1.2211801484955061e-05
351.2,1.2211801484955061e-05
351.3,2.4423602969910123e-05
353.2,1.2211801484955061e-05
355.8,1.2211801484955061e-05
357.4,1.2211801484955061e-05
357.7,1.2211801484955061e-05
360.6,1.2211801484955061e-05
378.2,1.2211801484955061e-05
387.2,1.2211801484955061e-05
525.4,1.2211801484955061e-05
562.5,1.2211801484955061e-05
578.7,1.2211801484955061e-05
586.7,1.2211801484955061e-05
610.8,1.2211801484955061e-05
624.2,1.2211801484955061e-05
639.4,1.2211801484955061e-05
648.7,1.2211801484955061e-05
653.4,1.2211801484955061e-05
701.8,1.2211801484955061e-05
716.5,1.2211801484955061e-05
740.9,1.2211801484955061e-05
757.6,1.2211801484955061e-05
841.0,1.2211801484955061e-05
1359.2,1.2211801484955061e-05
1385.9,1.2211801484955061e-05
1386.0,1.2211801484955061e-05
1392.3,1.2211801484955061e-05
1393.7,1.2211801484955061e-05
1404.1,1.2211801484955061e-05
1404.5,1.2211801484955061e-05
1405.2,1.2211801484955061e-05
1409.5,1.2211801484955061e-05
1422.8,1.2211801484955061e-05
1427.9,1.2211801484955061e-05
1433.9,1.2211801484955061e-05
1447.3,1.2211801484955061e-05
1450.3,1.2211801484955061e-05
1454.0,1.2211801484955061e-05
1456.9,1.2211801484955061e-05
1458.2,1.2211801484955061e-05
1462.1,1.2211801484955061e-05
1463.9,1.2211801484955061e-05
1466.5,1.2211801484955061e-05
1472.7,1.2211801484955061e-05
1474.1,1.2211801484955061e-05
1477.7,1.2211801484955061e-05
1483.6,1.2211801484955061e-05
1484.0,1.2211801484955061e-05
1496.8,1.2211801484955061e-05
1497.7,1.2211801484955061e-05
1507.3,1.2211801484955061e-05
1510.1,1.2211801484955061e-05
1510.2,1.2211801484955061e-05
1510.3,1.2211801484955061e-05
1517.8,1.2211801484955061e-05
1520.3,1.2211801484955061e-05
1520.8,1.2211801484955061e-05
1522.6,1.2211801484955061e-05
1528.2,1.2211801484955061e-05
1528.3,1.2211801484955061e-05
1540.1,1.2211801484955061e-05
1541.4,1.2211801484955061e-05
1549.8,1.2211801484955061e-05
1550.7,1.2211801484955061e-05
1555.0,1.2211801484955061e-05
1555.4,1.2211801484955061e-05
1556.9,1.2211801484955061e-05
1557.4,1.2211801484955061e-05
1565.5,1.2211801484955061e-05
1570.9,1.2211801484955061e-05
1573.3,1.2211801484955061e-05
1577.1,1.2211801484955061e-05
1578.0,1.2211801484955061e-05
1581.3,1.2211801484955061e-05
1582.1,1.2211801484955061e-05
1588.9,1.2211801484955061e-05
1605.5,1.2211801484955061e-05
1612.5,1.2211801484955061e-05
1620.2,1.2211801484955061e-05
1621.6,1.2211801484955061e-05
1626.4,1.2211801484955061e-05
1626.6,1.2211801484955061e-05
1637.1,1.2211801484955061e-05
1671.5,1.2211801484955061e-05
